,Product Title,Price,Date,Time
25,"GIGABYTE - AORUS 15.6"" IPS Gaming Laptop - Intel i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3070 - 512GB SSD",1249.99,3/9/2022,15:39:41
26,"GIGABYTE - 15.6"" FHD IPS Gaming Laptop - Intel Core i5-11400H - 16GB - NVIDIA GeForce RTX 3060 - 512GB SSD",949.99,3/9/2022,15:39:41
27,"ASUS - TUF Gaming A15 15.6"" FHD 144Hz Gaming Laptop-AMD Ryzen 7-8GB DDR5 Memory-NVIDIA GeForce RTX 3050 Ti-512GB PCIe SSD",1079.99,3/9/2022,15:39:41
28,"GIGABYTE - 15.6"" FHD IPS 144Hz Gaming Laptop - i5-11400H - 16GB - NVIDIA GeForce RTX 3050 - 512 GB SSD",799.0,3/9/2022,15:39:41
29,"Lenovo - Legion 5 Pro 16"" WQXGA Gaming Laptop - Ryzen 7 6800H - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB SSD - Storm Grey",1399.99,3/9/2022,15:39:41
30,"MSI - Sword 15.6"" 144hz Gaming Laptop - Intel Core i5 - NVIDIA GeForce RTX 3050 - 512GB SSD - 8GB Memory - Black",949.99,3/9/2022,15:39:41
31,"MSI - Stealth 17.3"" 144hz Gaming Laptop - Intel Core i7 - NVIDIA GeForce RTX 3060 - 1TB SSD - 16GB Memory - Black",1799.99,3/9/2022,15:39:41
32,"Dell G15 15.6"" FHD 120Hz Gaming Laptop - AMD Ryzen 7 6800H - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB SSD - Phantom Grey with speckles",999.99,3/9/2022,15:39:41
33,"Dell G15 15.6"" FHD 120Hz Gaming Laptop - AMD Ryzen 5 - 8GB Memory - NVIDIA GeForce RTX 3050 - 512GB SSD - Phantom Grey with speckles",949.99,3/9/2022,15:39:41
34,"HP - Pavilion 15.6"" Touch-Screen Laptop - Intel Core i5-1235U - 8GB Memory - 256GB SSD - Ceramic white",674.99,3/9/2022,15:39:41
35,"ASUS - ROG Zephyrus 16"" FHD 165Hz Gaming Laptop-Intel Core i7-16GB DDR5 Memory-NVIDIA GeForce RTX 3060-512GB PCIe 4.0 SSD - Off Black",1649.99,3/9/2022,15:39:41
36,"Lenovo - Legion Slim 7 AMD Advantage Edition 16"" WQXGA Gaming Laptop - AMD Ryzen 9 6900HX-16GB Memory-AMD Radeon RX 6800S-1TB SSD - Onyx Grey",1949.99,3/9/2022,15:39:43
37,Acer - Predator Triton 300 SE-14” 165Hz Creator/Gaming Laptop–Intel Core i7–NVIDIA GeForce RTX 3060-16GB LPDDR5–512GB SSD-Gray,1399.99,3/9/2022,15:39:43
38,"ASUS - ROG Strix G15 Advantage Edition 15.6"" QHD Gaming Laptop - AMD Ryzen 9 5980HX - 16GB Memory - Radeon RX 6800M - 512GB SSD",1399.99,3/9/2022,15:39:43
39,"ASUS - ROG Zephyrus 14"" Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3060 - 1TB SSD",1549.99,3/9/2022,15:39:43
40,"Acer - Nitro 5 17.3"" Full HD IPS 144Hz Gaming Laptop- Intel Core i5-12500H- NVIDIA GeForce RTX 3050-512GB PCIe Gen 4 SSD",949.99,3/9/2022,15:39:43
41,"MSI - Delta 15.6"" FHD 240hz Gaming Laptop - Ryzen R7-5800 - Radeon RX6700M - 1TB SSD - 16GB Memory - Black",1599.99,3/9/2022,15:39:43
42,"ASUS - ROG Zephyrus 15.6"" QHD Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3080 - 1TB SSD - Eclipse Grey - Eclipse Grey",1949.99,3/9/2022,15:39:43
43,"ASUS - ROG 13.4"" Touchscreen Gaming Tablet - Intel Core i9 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti V4G Graphics - 1TB SSD - Black",1599.99,3/9/2022,15:39:43
44,"ASUS - ROG 16"" Touchscreen Gaming Laptop - AMD Ryzen 9 - 16GB DDR5 Memory - NVIDIA GeForce RTX 3060 V6G Graphics - 1TB SSD - Off black",1999.99,3/9/2022,15:39:43
45,"ASUS - ROG Strix G15 Advantage Edition 15.6"" FHD Gaming Laptop - AMD Ryzen 9-5900HX - 16GB Memory - Radeon RX 6800M - 512GB SSD",1319.99,3/9/2022,15:39:43
46,"ASUS - TUF Dash 15.6"" FHD 144Hz Gaming Laptop - Intel Core i7 - 16GB DDR5 Memory - NVIDIA GeForce RTX 3070 - 512GB PCIe SSD - Off Black",1499.99,3/9/2022,15:39:43
47,"HP OMEN - 16.1"" Gaming Laptop - AMD Ryzen 7 6800 - 16GB Memory - AMD Radeon RX 6650M - 1TB SSD - Mica Silver",1579.99,3/9/2022,15:39:43
48,"MSI - GP66 15.6"" 240hz Gaming Laptop - Intel Core i7 - NVIDIA GeForce RTX 3070 - 1TB SSD - 16GB Memory - Black",1699.99,3/9/2022,15:39:43
49,"ASUS - Gaming F17 FX706 17.3"" Gaming Laptop - Intel Core i5 - 8 GB Memory - NVIDIA Intel GeForce RTX 3050 UHD Graphics - 512 GB",842.99,3/9/2022,15:39:43
50,"MSI - GS66 15.6"" Gaming Laptop - Intel Core i7 - NVIDIA GeForce RTX 3060 - 1TB SSD - 16GB Memory - Black",1124.99,3/9/2022,15:39:43
51,"Alienware - x15 R1 15.6"" FHD Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3070 - 512GB Solid State Drive - White, Lunar Light",2199.99,3/9/2022,15:39:43
52,"ASUS - ROG Zephyrus 14"" FHD 144Hz Gaming Laptop - AMD Ryzen 7 - 16GB DDR4 Memory - NVIDIA GeForce RTX 3060 - 512GB PCIe SSD - Moonlight White",1399.99,3/9/2022,15:39:43
53,"ASUS - ROG 13.4"" Touchscreen Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti V4G Graphics - 1TB SSD - Off black",1599.99,3/9/2022,15:39:43
54,"Razer - Blade 15 Advanced - 15.6"" Gaming Laptop - UHD- 144HZ - Intel Core i9 - NVIDIA GeForce RTX 3080 Ti- 32GB RAM - 1TB SSD - Black",3999.99,3/9/2022,15:39:45
55,"HP OMEN - 16.1"" Gaming Laptop - AMD Ryzen 7 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB SSD",997.99,3/9/2022,15:39:45
56,"ASUS - ROG Zephyrus 14"" WQXGA 120Hz Gaming Laptop - AMD Ryzen 9 - 16GB DDR5 Memory - AMD Radeon RX 6800S - 1TB PCIe 4.0 SSD - Moonlight White",1899.99,3/9/2022,15:39:45
57,"ASUS - Strix SCAR 15 G533 15.6"" Gaming Laptop - Intel Core i9 - 16 GB Memory - NVIDIA GeForce RTX 3080 - 1 TB SSD - Off Black",2499.99,3/9/2022,15:39:45
58,"Dell - G15 15.6"" FHD Gaming Laptop  -Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB Solid State Drive - Black",1199.99,3/9/2022,15:39:45
59,"MSI - GE66 Raider 15.6"" Gaming Laptop - Intel Core i9 - 32 GB Memory - NVIDIA GeForce RTX 3070 Ti - 1 TB SSD - Titanium Blue",2699.99,3/9/2022,15:39:45
60,"ASUS VivoBook Flip 2-in-1 Laptop, 14” FHD Touch Display, AMD Ryzen 7, 16GB DDR4, 1TB SSD, Bespoke Black - Black",799.99,3/9/2022,15:39:45
61,"Lenovo - Legion Slim 7 15"" Gaming Laptop - AMD Ryzen 7 5800H - 16GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD - Shadow Black",1199.99,3/9/2022,15:39:45
62,"GIGABYTE - AERO 16"" 4K AMOLED Gaming Laptop - Intel i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3070 Ti - 1TB SSD",1799.99,3/9/2022,15:39:45
63,"ASUS - ROG Zephyrus 15.6"" WQHD 165Hz Gaming Laptop-AMD Ryzen 9-16GB DDR5 Memory-NVIDIA GeForce RTX 3070 Ti-1TB PCIe 4.0 SSD - Eclipse Grey",1999.99,3/9/2022,15:39:45
64,"ASUS - ROG Zephyrus 15.6"" QHD Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3070 - 1TB SSD - Eclipse Grey - Eclipse Grey",1479.99,3/9/2022,15:39:45
65,"ASUS - ROG 16"" WQXGA 165Hz Gaming Laptop - Intel Core i9 - 32GB DDR5 Memory - NVIDIA GeForce RTX 3080 Ti - 2TB SSD - Off Black",3199.99,3/9/2022,15:39:45
66,"Dell - G15 15.6"" FHD Gaming Laptop  - AMD Ryzen 5 - 8GB Memory - NVIDIA GeForce RTX 3050 Graphics - 512GB Solid State Drive - Phantom Grey, with speckles",899.99,3/9/2022,15:39:45
67,"ASUS - TUF Gaming F15 15.6"" Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3060 - 1TB SSD - Eclipse Gray",1403.99,3/9/2022,15:39:45
68,"ASUS - ZenBook Pro 15.6"" Touch-Screen Laptop - AMD Ryzen 9 - 16 GB Memory - NVIDIA GeForce RTX 3050 Ti - Pine Gray",1449.99,3/9/2022,15:39:45
69,"Razer - Blade 14- 14"" Gaming Laptop- QHD 165Hz- AMD Ryzen 9 6900HX- NVIDIA GeForce RTX 3070 Ti- 16GB RAM- 1TB SSD - Black",2599.99,3/9/2022,15:39:45
70,"Dell - G15 15.6"" FHD Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3050 - 512GB Solid State Drive - Black, Dark Shadow Grey",1149.99,3/9/2022,15:39:45
71,"ASUS - Vivobook Pro 16X N7600 16"" Laptop - Intel Core i7 - 32 GB Memory - NVIDIA Intel GeForce RTX 3050 Iris Xe Graphics - 1 TB",1549.99,3/9/2022,15:39:45
72,"MSI - GE66 Raider 15.6"" Gaming Laptop - Intel Core i7 - 32 GB Memory - NVIDIA GeForce RTX 3070 Ti - 1 TB SSD - Titanium Blue",2399.99,3/9/2022,15:39:47
73,"Lenovo - Legion Slim 7 15"" 4K Ultra HD Gaming Laptop - AMD Ryzen 9 5900HX - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 1TB SSD - Shadow Black",1439.99,3/9/2022,15:39:47
74,"Razer - Blade 17 - 17.3"" Gaming Laptop - UHD 144Hz - Intel Core i9 - NVIDIA GeForce RTX 3080 Ti - 32GB RAM - 1TB SSD - Black",4299.99,3/9/2022,15:39:47
75,"GIGABYTE AORUS 17.3"" FHD Laptop -Intel i9-12900H - 32GB DDR5 - NVIDIA Geforce RTX 3080 Ti - 1TB SSD",2799.0,3/9/2022,15:39:47
76,"GIGABYTE AERO 17.3"" 4K Ultra HD Laptop -Intel i9-12900HK - 32GB DDR5 - NVIDIA Geforce RTX 3080 Ti - 2TB SSD",3599.0,3/9/2022,15:39:47
77,"HP - Pavilion 15.6"" Touch-Screen Laptop - Intel Core i7-1255U - 8GB Memory - 512GB SSD - Ceramic white",869.99,3/9/2022,15:39:47
78,"MSI - Katana GF76 17.3"" Gaming Laptop - Intel Core i7 - 16 GB Memory - NVIDIA GeForce RTX 3050 Ti - 512 GB SSD - Black",1099.99,3/9/2022,15:39:47
79,"ASUS - TUF Gaming 17.3"" Laptop - Intel Core i5 - 8GB DDR4 Memory - NVIDIA GeForce RTX 3050 Ti - 512GB SSD - Eclipse Grey",999.99,3/9/2022,15:39:47
80,"ASUS - Strix SCAR 15 G533 15.6"" Gaming Laptop - Intel Core i9 - 16 GB Memory - NVIDIA GeForce RTX 3060 - 512 GB SSD - Off Black",1683.99,3/9/2022,15:39:47
81,"MSI - GF65 15.6"" 144hz Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD - Black",1099.99,3/9/2022,15:39:47
82,"Dell - G15 15.6"" FHD Gaming Laptop  - AMD Ryzen 7  - 8GB Memory - NVIDIA GeForce RTX 3050 Ti Graphics - 512GB Solid State Drive - Phantom Grey, with speckles",999.99,3/9/2022,15:39:47
83,"Alienware - m15 R5 15.6"" FHD Gaming Laptop - AMD Ryzen R9  - 16GB Memory - NVIDIA GeForce RTX 3070 - 1TB Solid State Drive - Dark Side of the Moon",1999.99,3/9/2022,15:39:47
84,CORSAIR - Voyager a1600 16” QHD 240Hz Gaming Laptop – AMD Ryzen R9 6900HS - 32GB Memory - AMD Radeon RX 6800M – 2TB PCIe SSD - Black,2699.99,3/9/2022,15:39:47
85,"HP - 17.3"" Gaming Laptop - Intel Core i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3060 -  512GB SSD - Shadow black",1549.99,3/9/2022,15:39:47
86,"MSI - Vector GP76 17.3"" Gaming Laptop - Intel Core i7 - 32 GB Memory - NVIDIA GeForce RTX 3080 - 1 TB SSD - Core Black",2499.99,3/9/2022,15:39:47
87,"MSI - GS76 17.3"" FHD 360hz Gaming Laptop - Intel Core i9 - NVIDIA GeForce RTX 3070 - 1TB SSD - 32GB Memory",1649.99,3/9/2022,15:39:47
88,"MSI - Stealth GS77 17.3"" Gaming Laptop - Intel Core i9 - 32 GB Memory - NVIDIA GeForce RTX 3070 Ti - 1 TB SSD - Core Black",2799.99,3/9/2022,15:39:47
89,"Razer - Blade 15 Advanced - 15.6"" Gaming Laptop - FHD- 360HZ - Intel Core i7 - NVIDIA GeForce RTX 3080 Ti- 32GB RAM - 1TB SSD - Black",3699.99,3/9/2022,15:39:47
90,"HP OMEN - 16.1"" QHD Laptop  - Intel Core i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3060 - 1TB SSD - Shadow Black",1199.99,4/9/2022,18:36:51
91,"HP - Victus 15.6"" Gaming Laptop - Intel Core i5-12450H - 8GB Memory - NVIDIA GeForce GTX 1650 - 512GB SSD - Mica Silver",549.99,4/9/2022,18:36:51
92,"ASUS - TUF DASH 15.6"" Gaming Laptop - Intel 11th Gen i7 - 16GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD - Eclipse Grey",999.99,4/9/2022,18:36:51
93,"Acer - Nitro 5 - 15.6"" FHD Gaming Laptop – Intel Core i5 – NVIDIA GeForce RTX 3050 Ti - 16GB DDR4 - 512GB Gen 4 SSD - Black",849.99,4/9/2022,18:36:51
94,"HP - Victus 15.6"" Gaming Laptop - Intel Core i7-12650H - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB SSD - Mica Silver",1099.99,4/9/2022,18:36:51
95,"Dell - G15RE 5000 15.6"" Gaming Laptop - AMD Ryzen 7 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 1TB Solid State Drive - Grey",899.99,4/9/2022,18:36:51
96,"ASUS - ROG Zephyrus 16"" WQXGA 165Hz Gaming Laptop-Intel Core i9-16GB DDR5 Memory-NVIDIA GeForce RTX 3070 Ti-1TB PCIe 4.0 SSD - Off Black",1799.99,4/9/2022,18:36:51
97,"MSI - Sword 15.6"" 144hz Gaming Laptop - Intel Core i7 - NVIDIA GeForce RTX 3060 - 1TB SSD - 16GB Memory - Black",1099.99,4/9/2022,18:36:51
98,"HP OMEN - 16.1"" Laptop - Intel Core i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 1TB SSD - Shadow Black",1479.99,4/9/2022,18:36:51
99,"ASUS - ROG Zephyrus G14 14"" Laptop - AMD Ryzen 7 - 16GB Memory - NVIDIA GeForce GTX 1650 - 512GB SSD",1149.99,4/9/2022,18:36:51
100,"Lenovo - IdeaPad Gaming 3 15IHU6 15.6"" Gaming Laptop - Intel Core i5 - 8 GB Memory - NVIDIA GeForce RTX 3050 - 256 GB SSD - Shadow Black",939.99,4/9/2022,18:36:51
101,"Lenovo - Legion 5 15"" Gaming Laptop - AMD Ryzen 7 5800H - NVIDIA GeForce RTX 3050 Ti - 8GB Memory - 512GB SSD - Phantom Blue",899.99,4/9/2022,18:36:51
102,GIGABYTE - AORUS 15.6 IPS 240Hz Gaming Laptop - Intel Core i7-11800H - 16GB Memory - NVIDIA GeForce RTX 3070 - 1TB SSD,1199.99,4/9/2022,18:36:51
103,"Lenovo - Legion Slim 7i 16"" WUXGA Gaming Laptop - Core i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD - Onyx Grey",1299.99,4/9/2022,18:36:51
104,"Lenovo - Ideapad Gaming 3i 15.6"" FHD Laptop - Core i5-11300H - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB SSD - Shadow Black",599.99,4/9/2022,18:36:51
105,"GIGABYTE - AERO 16"" 4K AMOLED Gaming Laptop - Intel i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3070 Ti - 1TB SSD",1499.99,4/9/2022,18:36:51
106,"Alienware - x14 R1 14.0"" 144Hz FHD Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3060 - 512GB SSD - Lunar Light",1599.99,4/9/2022,18:36:51
107,"Acer - Predator Helios 300 - 15.6"" QHD 240Hz Gaming Laptop - Intel Core i7 - 16GB DDR5 - NVIDIA GeForce RTX 3070 Ti - 1TB SSD",1699.99,4/9/2022,18:36:51
108,"MSI - Vector GP66 15.6"" 360hz Gaming Laptop - Intel Core i9 - 32GB Memory - NVIDIA GeForce RTX 3070 Ti - 1TB SSD - Black",1999.99,4/9/2022,18:36:53
109,"GIGABYTE - 15.6"" FHD IPS Gaming Laptop - Intel Core i5-11400H - 16GB - NVIDIA GeForce RTX 3060 - 512GB SSD",949.99,4/9/2022,18:36:53
110,"Acer - Predator Helios 300 - 15.6"" FHD 165Hz Gaming Laptop - Intel Core i7 - 16GB DDR5 - NVIDIA GeForce RTX 3060 - 512GB SSD",1299.99,4/9/2022,18:36:53
111,"ASUS - ROG 13.4"" Touchscreen Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti V4G Graphics - 1TB SSD - Off black",1199.99,4/9/2022,18:36:53
112,"ASUS - ROG Strix G15 Advantage Edition 15.6"" QHD Gaming Laptop - AMD Ryzen 9 5980HX - 16GB Memory - Radeon RX 6800M - 512GB SSD",1399.99,4/9/2022,18:36:53
113,"Alienware x15 R2  15.6"" FHD Gaming Laptop - 12th Gen Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 3070Ti - 1TB SSD - Lunar Light",2399.99,4/9/2022,18:36:53
114,"ASUS - ROG Zephyrus 15.6"" WQHD 165Hz Gaming Laptop-AMD Ryzen 9-16GB DDR5 Memory-NVIDIA GeForce RTX 3060-512GB PCIe 4.0 SSD - Eclipse Gray",1619.99,4/9/2022,18:36:53
115,ASUS - ROG Zephyrus 14” WQXGA 120Hz Gaming Laptop – AMD Ryzen 9– 16GB DDR5 Memory – AMD Radeon RX 6700S – 1TB PCIe 4.0 SSD,1649.99,4/9/2022,18:36:53
116,"GIGABYTE - AORUS 15.6"" IPS Gaming Laptop - Intel i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3070 - 512GB SSD",1249.99,4/9/2022,18:36:53
117,"Alienware - m17 R5 17.3"" FHD Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3070 Ti - 1TB SSD - Dark Side of the Moon",2499.99,4/9/2022,18:36:53
118,"Lenovo - Legion 5 Pro 16"" WQXGA Gaming Laptop - Ryzen 7 6800H - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB SSD - Storm Grey",1399.99,4/9/2022,18:36:53
119,"Dell G15 15.6"" FHD 120Hz Gaming Laptop - AMD Ryzen 5 - 8GB Memory - NVIDIA GeForce RTX 3050 - 512GB SSD - Phantom Grey with speckles",949.99,4/9/2022,18:36:53
120,"ASUS - TUF Gaming A15 15.6"" FHD 144Hz Gaming Laptop-AMD Ryzen 7-8GB DDR5 Memory-NVIDIA GeForce RTX 3050 Ti-512GB PCIe SSD",1079.99,4/9/2022,18:36:53
121,"Lenovo - Legion Slim 7 AMD Advantage Edition 16"" WQXGA Gaming Laptop - AMD Ryzen 9 6900HX-16GB Memory-AMD Radeon RX 6800S-1TB SSD - Onyx Grey",1949.99,4/9/2022,18:36:53
122,"ASUS - ROG Zephyrus 16"" FHD 165Hz Gaming Laptop-Intel Core i7-16GB DDR5 Memory-NVIDIA GeForce RTX 3060-512GB PCIe 4.0 SSD - Off Black",1649.99,4/9/2022,18:36:53
123,"Acer - Nitro 5 17.3"" Full HD IPS 144Hz Gaming Laptop- Intel Core i5-12500H- NVIDIA GeForce RTX 3050-512GB PCIe Gen 4 SSD",949.99,4/9/2022,18:36:53
124,"MSI - Sword 15.6"" 144hz Gaming Laptop - Intel Core i5 - NVIDIA GeForce RTX 3050 - 512GB SSD - 8GB Memory - Black",949.99,4/9/2022,18:36:53
125,"MSI - Stealth 17.3"" 144hz Gaming Laptop - Intel Core i7 - NVIDIA GeForce RTX 3060 - 1TB SSD - 16GB Memory - Black",1799.99,4/9/2022,18:36:53
126,"MSI - GS66 15.6"" Gaming Laptop - Intel Core i7 - NVIDIA GeForce RTX 3060 - 1TB SSD - 16GB Memory - Black",1124.99,4/9/2022,18:36:55
127,"Dell G15 15.6"" FHD 120Hz Gaming Laptop - AMD Ryzen 7 6800H - 16GB Memory - NVIDIA GeForce RTX 3050 Ti - 512GB SSD - Phantom Grey with speckles",999.99,4/9/2022,18:36:55
128,"ASUS - ROG 13.4"" Touchscreen Gaming Tablet - Intel Core i9 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti V4G Graphics - 1TB SSD - Black",1599.99,4/9/2022,18:36:55
129,"GIGABYTE - 15.6"" FHD IPS 144Hz Gaming Laptop - i5-11400H - 16GB - NVIDIA GeForce RTX 3050 - 512 GB SSD",799.0,4/9/2022,18:36:55
130,"ASUS - ROG Zephyrus 14"" Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3060 - 1TB SSD",1549.99,4/9/2022,18:36:55
131,"ASUS - ROG 13.4"" Touchscreen Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3050 Ti V4G Graphics - 1TB SSD - Off black",1599.99,4/9/2022,18:36:55
132,"GIGABYTE - AERO 16"" 4K AMOLED Gaming Laptop - Intel i7-12700H - 16GB Memory - NVIDIA GeForce RTX 3070 Ti - 1TB SSD",1799.99,4/9/2022,18:36:55
133,"ASUS - TUF Dash 15.6"" FHD 144Hz Gaming Laptop - Intel Core i7 - 16GB DDR5 Memory - NVIDIA GeForce RTX 3070 - 512GB PCIe SSD - Off Black",1499.99,4/9/2022,18:36:55
134,"MSI - Delta 15.6"" FHD 240hz Gaming Laptop - Ryzen R7-5800 - Radeon RX6700M - 1TB SSD - 16GB Memory - Black",1599.99,4/9/2022,18:36:55
